header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Type of garage,Capacity,error
Zwaenenstede 38,5221 KC Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-88023521-zwaenenstede-38/?navigateSource=resultlist,20220201_111222,"€ 635,000 kosten koper","€ 3,191    The asking price per m² (€ 635,000) is calculated by dividing the asking price of the home by the living area (199 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house (drive-in residential property)",Resale property,2002,Flat roof,Living area199 m²Other space inside the building64 m²Exterior space attached to the building12 m²,199 m²,64 m²,12 m²,86 m²,859 m³,5 rooms (4 bedrooms),4 stories,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,86 m²,Full ownership,Built-in,1 car,no
