header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Bockstraat 39,6461 VV Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-88040341-bockstraat-39/?navigateSource=resultlist,20220130_160956,"€ 298,000 kosten koper","€ 1,665    The asking price per m² (€ 298,000) is calculated by dividing the asking price of the home by the living area (179 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1930,Living area179 m²Other space inside the building28 m²Exterior space attached to the building8 m²External storage space7 m²,179 m²,28 m²,8 m²,7 m²,256 m²,653 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories and a basement,Skylight and rolldown shutters,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",256 m²,Full ownership,Alongside a quiet road,Back garden,"0,01 meter deep and 0,01 meter broad",Detached wooden storage,Public parking,no
