header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Noordhaven 46 48,4761 DB Zevenbergen        ,https://www.funda.nl/en/koop/zevenbergen/huis-41337571-noordhaven-46-48/?navigateSource=resultlist,20220128_084150,"€ 492,500 kosten koper","€ 1,428    The asking price per m² (€ 492,500) is calculated by dividing the asking price of the home by the living area (345 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,Before 1906,Monumental building,Gable roof covered with roof tiles,Living area345 m²Other space inside the building77 m²Exterior space attached to the building87 m²,345 m²,77 m²,87 m²,220 m²,"1,225 m³",6 rooms,3 stories and a basement,Outdoor awning and rolldown shutters,Not available,Roof insulation,CH boiler,Electrical boiler,"Gas-fired, in ownership",220 m²,Full ownership,Alongside water and in center,Sun terrace,"87 m² (10,4 meter deep and 8,32 meter broad)",Located at the northwest,Built-in,Electricity and heating,Public parking,no
