header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
De Opgang 2a (Bouwnr. 1),7771 BW Hardenberg        ,https://www.funda.nl/en/koop/hardenberg/appartement-88978348-de-opgang-2a-bouwnr-1/?navigateSource=resultlist,20220129_001220,"€ 595,000 vrij op naam","€ 5,613    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Galleried apartment,New property,2022,Living area106 m²,106 m²,339 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Elevator,A        What does this mean?,Alongside water,Balcony present,Storage box,Parking place,Parking on private property and parking garage,no
