header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Anthurium 16,2678 PP De Lier        ,https://www.funda.nl/en/koop/de-lier/huis-42662901-anthurium-16/?navigateSource=resultlist,20220128_034915,"€ 450,000 kosten koper","€ 3,600    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1982,Hip roof covered with roof tiles,Energie Prestatie Advies,Living area125 m²External storage space7 m²,125 m²,7 m²,132 m²,418 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Optical fibre, mechanical ventilation, sliding door and TV via cable",C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2019, in ownership)",132 m²,Full ownership,In residential district,Back garden,"53 m² (9,25 meter deep and 5,7 meter broad)",Located at the west accessible via the rear,Public parking,no
