header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Shed / storage,Facilities,Insulation,Type of garage,Insulation.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Groot Horloo 58,3853 ML Ermelo        ,https://www.funda.nl/en/koop/ermelo/appartement-42684445-groot-horloo-58/?navigateSource=resultlist,20220128_023805,"€ 550,000 kosten koper","€ 3,571    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available on 6/1/2022,Penthouse (apartment),Resale property,2001-2010,Gable roof covered with roof tiles,Living area154 m²Other space inside the building1 m²Exterior space attached to the building15 m²External storage space3 m²,154 m²,1 m²,15 m²,3 m²,590 m³,5 rooms (3 bedrooms),2 bathrooms,Bath and toilet,2 stories,A        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,Balcony present,Built-in,Electricity,No insulation,Underground parking,Completely insulated,Parking garage,No,No,No,No,No,No,no
