header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Ostadestraat 58 1H,1072 TA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41247675-van-ostadestraat-58-1h/?navigateSource=resultlist,20220130_212459,"€ 375,000 kosten koper","€ 8,333    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 79.00 per month,Mezzanine (apartment),Resale property,1901,Living area45 m²Exterior space attached to the building2 m²,45 m²,2 m²,142 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,TV via cable,Not available,Double glazing,CH boiler,CH boiler,"Intergas Combi HR (gas-fired combination boiler from 2012, in ownership)",See deed,In center and in residential district,Resident's parking permits,Yes,Yes,Yes (€ 79.00 per month),Yes,Yes,Yes,no
