header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Noordhoek Hegtstraat 62,7521 GE Enschede        ,https://www.funda.nl/en/koop/enschede/huis-42587378-noordhoek-hegtstraat-62/?navigateSource=resultlist,20220127_213734,"€ 150,000 kosten koper","€ 1,852    The asking price per m² (€ 150,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1931,Renovation project,Gable roof covered with roof tiles,Living area81 m²Other space inside the building4 m²External storage space14 m²,81 m²,4 m²,14 m²,161 m²,318 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories and a loft,F        What does this mean?,CH boiler and fireplace,CH boiler,"Gas-fired combination boiler, in ownership",161 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"70 m² (17,5 meter deep and 4 meter broad)",Detached brick storage,Public parking,no
