header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pisanostraat 254,5623 CH Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-88906760-pisanostraat-254/?navigateSource=resultlist,20220201_013506,"€ 265,000 kosten koper","€ 3,681    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 162.00 per month,Apartment with shared street entrance,Resale property,1963,Living area72 m²Exterior space attached to the building9 m²External storage space12 m²,72 m²,9 m²,12 m²,238 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,D        What does this mean?,Communal central heating,CH boiler,Full ownership,Balcony present,Public parking,Yes,Yes,Yes (€ 162.00 per month),Yes,Yes,Yes,no
