header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Emmastraat 28 2,5721 HB Asten        ,https://www.funda.nl/en/koop/asten/appartement-88858484-emmastraat-28-2/?navigateSource=resultlist,20220127_214420,"€ 325,000 kosten koper","€ 3,652    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,€ 140.00 per month,Ground-floor apartment (apartment),Resale property,1956,Living area89 m²Exterior space attached to the building3 m²External storage space6 m²,89 m²,3 m²,6 m²,320 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Ground floor,Not available,Double glazing and completely insulated,CH boiler,Full ownership,In center,No,No,No,No,No,No,no
