header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Bondstraat 12,5612 HX Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42685968-bondstraat-12/?navigateSource=resultlist,20220201_003643,"€ 350,000 kosten koper","€ 2,800    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1934,Renovation project,Combination roof covered with roof tiles,Living area125 m²Other space inside the building34 m²Exterior space attached to the building6 m²External storage space16 m²,125 m²,34 m²,6 m²,16 m²,201 m²,581 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Hipbath and shower,2 stories and a attic,E        What does this mean?,No insulation,CH boiler,CH boiler,"Gas-fired, in ownership",201 m²,Full ownership,Alongside a quiet road and in center,Back garden,75 m² (15 meter deep and 5 meter broad),Located at the north accessible via the rear,Balcony present,Public parking,no
