header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Naarderstraat 113,2574 PD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88030532-naarderstraat-113/?navigateSource=resultlist,20220131_232023,"€ 209,500 kosten koper","€ 3,551    The asking price per m² (€ 209,500) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1927,Flat roof covered with asphalt roofing,Living area59 m²,59 m²,205 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,E            2.05What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2014, in ownership)",Long-term lease,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,Yes,Yes,no
