header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Weidedreef 108,2727 EM Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-41370534-weidedreef-108/?navigateSource=resultlist,20220130_115623,"€ 347,500 kosten koper","€ 2,920    The asking price per m² (€ 347,500) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1983,Flat roof covered with asphalt roofing and roof tiles,Living area119 m²External storage space5 m²,119 m²,5 m²,118 m²,398 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Avanta (gas-fired from 2014, in ownership)",118 m²,Full ownership,In residential district,"Back garden, front garden and sun terrace","40 m² (7,67 meter deep and 5,2 meter broad)",Located at the northeast accessible via the rear,Attached brick storage,Electricity,no
