header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rozenstraat 66 *,2565 SM Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88046807-rozenstraat-66/?navigateSource=resultlist,20220131_215612,"€ 449,000 kosten koper","€ 5,684    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available immediately,€ 100.00 per month,Upstairs apartment (apartment),Resale property,1955,With carpets and curtains,Energie Prestatie Advies,Living area79 m²,79 m²,220 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,1st floor,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Gas-fired, in ownership",Long-term lease,€ 57 per year,"Alongside park, alongside a quiet road and in residential district",Balcony present,Attached brick storage,Yes,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
