header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Mr.J.C.Bührmannlaan 99,1381 GK Weesp        ,https://www.funda.nl/en/koop/weesp/huis-42515846-mrjcbuhrmannlaan-99/?navigateSource=resultlist,20220129_090649,"€ 595,000 kosten koper","€ 5,613    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1971-1980,Gable roof covered with roof tiles,Living area106 m²External storage space9 m²,106 m²,9 m²,177 m²,372 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,TV via cable,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",177 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","68 m² (9,3 meter deep and 7,3 meter broad)",Located at the west accessible via the rear,Detached brick storage,Electricity,Public parking,no
