header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Bergen op Zoomstraat 1,5652 KA Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42569799-bergen-op-zoomstraat-1/?navigateSource=resultlist,20220129_092536,"€ 485,000 kosten koper","€ 2,994    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (162 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1938,Gable roof covered with roof tiles,Living area162 m²Other space inside the building13 m²Exterior space attached to the building12 m²,162 m²,13 m²,12 m²,217 m²,639 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,"2 stories, a/an attic and a basement",Passive ventilation system and TV via cable,G        What does this mean?,No insulation,CH boiler,Gas-fired boiler,"Gas-fired, in ownership",217 m²,Full ownership,Alongside a quiet road and in residential district,Front garden and side garden,Balcony present,Attached brick storage,Electricity,Public parking,no
