header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Westersingel 39 G,3014 GS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42651471-westersingel-39-g/?navigateSource=resultlist,20220125_221823,"€ 759,000 kosten koper","€ 4,774    The asking price per m² (€ 759,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Penthouse,Resale property,1887,Flat roof covered with asphalt roofing,Living area159 m²Exterior space attached to the building12 m²External storage space10 m²,159 m²,12 m²,10 m²,709 m³,5 rooms (2 bedrooms),2 bathrooms and 2 separate toilets,"Bath, shower and toilet",2 stories,Mechanical ventilation,C        What does this mean?,"Roof insulation, double glazing and insulated walls",District heating,District heating,Full ownership,Sun terrace,Detached wooden storage,Electricity,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,Yes,Yes,no
