header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Location,error
Stadswoning (Bouwnr. 178),3029 BH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42685993-stadswoning-bouwnr-178/?navigateSource=resultlist,20220126_172544,"€ 675,000 vrij op naam","€ 4,245    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Under option,Available in consultation,"Single-family home, row house",New property,2023,Living area159 m²,159 m²,410 m³,5 rooms (3 bedrooms),3 stories,A        What does this mean?,Completely insulated,Complete floor heating,Alongside park and in residential district,no
