header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Eendrachtstraat 32,3241 CD Middelharnis        ,https://www.funda.nl/en/koop/middelharnis/huis-88908524-eendrachtstraat-32/?navigateSource=resultlist,20220127_225111,"€ 172,500 kosten koper","€ 2,614    The asking price per m² (€ 172,500) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1909,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area66 m²External storage space7 m²,66 m²,7 m²,99 m²,226 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,Passive ventilation system,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2021, in ownership)",99 m²,Alongside a quiet road and in center,Back garden,"38 m² (6,68 meter deep and 5,65 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity and running water,Parking garage,no
