header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Ruysdaelstraat 7,8932 EE Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-88040948-ruysdaelstraat-7/?navigateSource=resultlist,20220128_083843,"€ 219,000 kosten koper","€ 2,330    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1935,Living area94 m²Other space inside the building13 m²,94 m²,13 m²,135 m²,344 m³,5 rooms (3 bedrooms),3 stories,"Skylight, optical fibre and passive ventilation system",D        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2007, in ownership)",135 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"38 m² (11 meter deep and 3,45 meter broad)",Located at the south accessible via the rear,Attached brick storage,Electricity,Resident's parking permits,no
