header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Isingstraat 193,2522 JV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88041745-isingstraat-193/?navigateSource=resultlist,20220131_211818,"€ 339,000 kosten koper","€ 3,767    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available immediately,Ground-floor apartment (apartment),Resale property,1932,Protected townscape or village view (permit needed for alterations),Living area90 m²Other space inside the building14 m²,90 m²,14 m²,375 m³,5 rooms (2 bedrooms),1 story,Ground floor,Passive ventilation system,G        What does this mean?,"Roof insulation, double glazing, energy efficient window and floor insulation",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",Back garden,"32 m² (6,35 meter deep and 5 meter broad)",Located at the northwest,Attached brick storage,Electricity and running water,No,No,No,No,No,No,no
