header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Keizerstraat 13,4201 XM Gorinchem        ,https://www.funda.nl/en/koop/gorinchem/appartement-88016296-keizerstraat-13/?navigateSource=resultlist,20220128_010228,"€ 275,000 kosten koper","€ 3,235    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1869,Listed building (national monument),Gable roof covered with roof tiles,Living area85 m²Other space inside the building5 m²,85 m²,5 m²,298 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,2nd floor,TV via cable,Not required,CH boiler,CH boiler,"Intergas HR combi ketel (gas-fired combination boiler, in ownership)",Full ownership,"Sheltered location, in center and in residential district",Balcony present,Public parking and resident's parking permits,No,No,No,No,No,No,no
