header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Vitruviusstraat 104,2314 CW Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88040070-vitruviusstraat-104/?navigateSource=resultlist,20220128_033055,"€ 675,000 kosten koper","€ 3,590    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (188 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2009,Disabled access friendly and accessible for seniors,Flat roof covered with asphalt roofing,Living area188 m²Other space inside the building7 m²Exterior space attached to the building31 m²,188 m²,7 m²,31 m²,145 m²,664 m³,7 rooms (6 bedrooms),1 separate toilet,3 stories,A        What does this mean?,Double glazing and completely insulated,District heating,145 m²,Full ownership,Alongside water and in residential district,Roof terrace present,Attached brick storage,Parking place,Parking on private property,no
