header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sloterkade 152 -1,1058 HN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42551671-sloterkade-152-1/?navigateSource=resultlist,20220131_000019,"€ 495,000 kosten koper","€ 7,174    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 133 per month,3 months,Under offer,Available in consultation,€ 133.00 per month,Apartment with shared street entrance (apartment),Resale property,1988,Flat roof covered with asphalt roofing,Living area69 m²,69 m²,211 m³,3 rooms (1 bedroom),1 separate toilet,1 story,E        What does this mean?,Double glazing,Full ownership,"Alongside water, in center, in residential district and unobstructed surrounding view",Paid parking and resident's parking permits,Yes,Yes,Yes (€ 133.00 per month),Yes,Yes,Yes,no
