header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Resedastraat 5,6163 TR Geleen        ,https://www.funda.nl/en/koop/geleen/huis-88043652-resedastraat-5/?navigateSource=resultlist,20220129_200219,"€ 199,000 kosten koper","€ 2,488    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 21, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1950,Gable roof covered with roof tiles,Living area80 m²Other space inside the building23 m²External storage space10 m²,80 m²,23 m²,10 m²,338 m²,352 m³,4 rooms (3 bedrooms),1 bathroom,Toilet,2 stories and a attic,F        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, to rent)",338 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",Detached brick storage,Parking on gated property and public parking,no
