header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,error
Radarweg 290,1043 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42673675-radarweg-290/?navigateSource=resultlist,20220130_185039,"€ 1,213,198 vrij op naam","€ 6,006    The asking price per m² (€ 1,213,198) is calculated by dividing the asking price of the home by the living area (202 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Maisonnette (apartment),New property,2018,Politiekeurmerk and SWK garantiecertificaat,Living area202 m²Other space inside the building7 m²Exterior space attached to the building20 m²,202 m²,7 m²,20 m²,606 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories,5th floor,Elevator,A        What does this mean?,"Roof insulation, energy efficient window, insulated walls, floor insulation and completely insulated",Heat recovery unit,Solar collectors,Sheltered location and unobstructed surrounding view,Balcony present,Underground parking and parking place,no
