header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
S. van Ravesteynkade 372,3071 ML Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42673536-s-van-ravesteynkade-372/?navigateSource=resultlist,20220125_220247,"€ 675,000 kosten koper","€ 3,771    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (179 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2005,Flat roof covered with asphalt roofing,Living area179 m²Other space inside the building10 m²,179 m²,10 m²,655 m³,5 rooms (3 bedrooms),1 separate toilet,4 stories and a attic,Alarm installation and mechanical ventilation,B        What does this mean?,"Roof insulation, double glazing and insulated walls",District heating,District heating,Full ownership,"Alongside water, in center, in residential district and unobstructed surrounding view",Sun terrace,Built-in,Parking place,Paid parking,no
