header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Langswater 845,1069 EH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42520154-langswater-845/?navigateSource=resultlist,20220130_235916,"€ 245,000 kosten koper","€ 4,016    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 200 per month,2 months,Sold under reservation,Available in consultation,€ 200.00 per month,Galleried apartment (apartment),Resale property,1968,Flat roof covered with asphalt roofing,Living area61 m²Exterior space attached to the building6 m²External storage space5 m²,61 m²,6 m²,5 m²,199 m³,3 rooms (2 bedrooms),1 story,5th floor,Elevator and TV via cable,E        What does this mean?,Communal central heating and CH boiler,CH boiler,Municipal long-term lease (end date of long-term lease:  30-04-2043),"€ 64,28 per year",In residential district,Storage box,Public parking,Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
