header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Merantihout 8,3991 MW Houten        ,https://www.funda.nl/en/koop/houten/huis-42540546-merantihout-8/?navigateSource=resultlist,20220130_165003,"€ 639,000 kosten koper","€ 3,994    The asking price per m² (€ 639,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2015,Gable roof covered with roof tiles,Living area160 m²Other space inside the building3 m²External storage space12 m²,160 m²,3 m²,12 m²,212 m²,602 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories and a loft,"Air conditioning, balanced ventilation system, skylight, optical fibre, flue, TV via cable and solar panels",A        What does this mean?,Completely insulated,CH boiler and gas heater,CH boiler,Gas-fired combination boiler from 2015,212 m²,Full ownership,Back garden and front garden,"55 m² (7,04 meter deep and 7,84 meter broad)",Located at the southeast,Public parking,no
