header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Distelachterstraat 20,1031 XA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42664283-distelachterstraat-20/?navigateSource=resultlist,20220130_234708,"€ 350,000 kosten koper","€ 7,292    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 98 per month,3 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1919,Gable roof covered with roof tiles,Living area48 m²,48 m²,169 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a loft,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas HRE (gas-fired combination boiler, to rent)",Municipal ownership encumbered with long-term leaset,Paid until 31-12-2045,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",18 m² (6 meter deep and 3 meter broad),Located at the south accessible via the rear,Public parking and resident's parking permits,no
