header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Bernard Zweerslaan 34,2102 XE Heemstede        ,https://www.funda.nl/en/koop/heemstede/huis-42678285-bernard-zweerslaan-34/?navigateSource=resultlist,20220129_084801,"€ 585,000 kosten koper","€ 5,519    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1953,Living area106 m²External storage space5 m²,106 m²,5 m²,139 m²,373 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",139 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,"58 m² (8,85 meter deep and 6,58 meter broad)",Located at the southwest,French balcony present,Detached brick storage,Public parking,no
