header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Vlietpolderstraat 28,2807 NL Gouda        ,https://www.funda.nl/en/koop/gouda/huis-42687729-vlietpolderstraat-28/?navigateSource=resultlist,20220129_015723,"€ 347,500 kosten koper","€ 3,103    The asking price per m² (€ 347,500) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1993,Gable roof covered with roof tiles,Living area112 m²External storage space5 m²,112 m²,5 m²,129 m²,377 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Hipbath and toilet,3 stories,"Outdoor awning, skylight, mechanical ventilation and TV via cable",B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"HR (gas-fired combination boiler from 2006, in ownership)",129 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Parking on private property and public parking,no
