header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,error
Eigelhorst 11,3085 VB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88038481-eigelhorst-11/?navigateSource=resultlist,20220125_215208,"€ 399,500 kosten koper","€ 3,073    The asking price per m² (€ 399,500) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1999,Living area130 m²External storage space8 m²,130 m²,8 m²,123 m²,420 m³,4 rooms (2 bedrooms),3 stories,A        What does this mean?,CH boiler,Solar boiler,Gas-fired combination boiler,123 m²,Long-term lease (end date of long-term lease:  31-07-2097),Paid until 31-07-2048,no
