header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Karel Doormanstraat 143 III,1055 VE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42685165-karel-doormanstraat-143-iii/?navigateSource=resultlist,20220130_193914,"€ 375,000 kosten koper","€ 7,353    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 155.00 per month,Upstairs apartment (apartment with open entrance to street),Resale property,1925,Flat roof covered with asphalt roofing,Living area51 m²Exterior space attached to the building3 m²,51 m²,3 m²,170 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,4th floor,F        What does this mean?,CH boiler,CH boiler,"Intergas HR (oil-fired combination boiler from 2010, in ownership)",Full ownership,Alongside a quiet road and in residential district,Balcony present,Built-in,Yes,Yes,Yes (€ 155.00 per month),Yes,Yes,Yes,no
