header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Type of parking facilities,error
Imagine bnr 134,3071 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42580090-imagine-bnr-134/?navigateSource=resultlist,20220126_165233,"€ 383,500 vrij op naam","€ 5,479    The asking price per m² (€ 383,500) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2024,SWK garantiecertificaat,Living area70 m²,70 m²,182 m³,3 rooms (2 bedrooms),1 story,16th floor,Mechanical ventilation,Not available,Completely insulated,Complete floor heating and heat recovery unit,In residential district and unobstructed surrounding view,Resident's parking permits,no
