header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Jan van de Boekhorstborg,1715 Spanbroek        ,https://www.funda.nl/en/koop/spanbroek/huis-42599887-jan-van-de-boekhorstborg/?navigateSource=resultlist,20220128_092648,"€ 569,000 vrij op naam","€ 3,347    The asking price per m² (€ 569,000) is calculated by dividing the asking price of the home by the living area (170 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Desirable residence/villa, detached residential property",New property,2022,Gable roof covered with roof tiles,Living area170 m²,170 m²,704 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Balanced ventilation system, optical fibre and solar panels",A+        What does this mean?,Completely insulated,Complete floor heating and heat pump,Solar boiler,Alongside water,Back garden,100 m² (10 meter deep and 10 meter broad),Located at the west,Attached brick garage,1 car,Electricity,Parking on private property,no
