header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Kraan 28,6031 RZ Nederweert        ,https://www.funda.nl/en/koop/nederweert/huis-42650160-kraan-28/?navigateSource=resultlist,20220127_225419,"€ 350,000 kosten koper","€ 2,303    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1840,Gable roof covered with roof tiles,Living area152 m²External storage space31 m²,152 m²,31 m²,659 m²,473 m³,8 rooms (5 bedrooms),1 separate toilet,2 stories,"Skylight, optical fibre and rolldown shutters",D        What does this mean?,Partly double glazed,CH boiler,"Gas-fired, in ownership",659 m²,Full ownership,Rural,"Back garden, front garden and side garden",Detached brick garage,1 car,Parking on private property,no
