header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Twee-onder-een-kap (Bouwnr. 2),2266 HH Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/huis-42518958-twee-onder-een-kap-bouwnr-2/?navigateSource=resultlist,20220130_145201,"€ 859,850 vrij op naam","€ 4,056    The asking price per m² (€ 859,850) is calculated by dividing the asking price of the home by the living area (212 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,"Single-family home, double house",New property,2022,GIW Waarborgcertificate,Living area212 m²,212 m²,310 m²,550 m³,6 rooms (4 bedrooms),2 separate toilets,4 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,Geothermal heating,Geothermal heating,310 m²,"Alongside a quiet road, alongside water, rural and unobstructed surrounding view",Back garden,"209 m² (0,19 meter deep and 0,11 meter broad)",Located at the south,Built-in,1 car,Parking on private property,no
