header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of parking facilities,error
Type 2A1 (Bouwnr. 2.08),4816 BA Breda        ,https://www.funda.nl/en/koop/breda/appartement-42695452-type-2a1-bouwnr-208/?navigateSource=resultlist,20220129_170332,"€ 485,000 vrij op naam","€ 4,709    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Ground-floor apartment (apartment),New property,2022,SWK garantiecertificaat,Living area103 m²External storage space5 m²,103 m²,5 m²,271 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,Ground floor,Mechanical ventilation,A        What does this mean?,Double glazing and completely insulated,Complete floor heating and heat recovery unit,Central facility,Alongside park,Sun terrace,"8 m² (2,5 meter deep and 3,25 meter broad)",Located at the southwest,Storage box,Parking garage,no
