header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pleinweg 133,3081 JK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88036135-pleinweg-133/?navigateSource=resultlist,20220129_062711,"€ 225,000 kosten koper","€ 4,091    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1938,Living area55 m²,55 m²,132 m³,2 rooms (1 bedroom),1 separate toilet,1 story,1st floor,A            1.11What does this mean?,Double glazing and energy efficient window,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",Alongside busy road,Balcony present,Built-in,Paid parking,Yes,Yes,Yes,Yes,Yes,Yes,no
