header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
2e Delistraat 25,3531 SX Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42667079-2e-delistraat-25/?navigateSource=resultlist,20220131_155122,"€ 295,000 kosten koper","€ 4,538    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,Ground-floor apartment (apartment),Resale property,1904,Combination roof covered with asphalt roofing and roof tiles,Living area65 m²External storage space4 m²,65 m²,4 m²,157 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,1 story,Ground floor,TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,Back garden,Attached wooden storage,Paid parking and resident's parking permits,Yes,No,Yes,Yes,No,Yes,no
