header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Korfoedreef 93,3562 SG Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42675247-korfoedreef-93/?navigateSource=resultlist,20220131_151638,"€ 275,000 kosten koper","€ 3,395    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 196 per month,3 weeks,Sold under reservation,Available in consultation,€ 195.78 per month,Galleried apartment (apartment),Resale property,1965,Flat roof covered with asphalt roofing,Living area81 m²Exterior space attached to the building7 m²External storage space5 m²,81 m²,7 m²,5 m²,254 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,4th floor,Elevator and TV via cable,C        What does this mean?,District heating,Electrical boiler (rental),Full ownership,Alongside park and in residential district,Balcony present,Storage box,Public parking,No,No,No,No,No,No,no
