header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,error
Joh.M. Coenenstraat 44 2PP,1071 WH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42583556-johm-coenenstraat-44-2pp/?navigateSource=resultlist,20220128_232110,"€ 110,000 kosten koper",3 months,Sold under reservation,Available in consultation,Built-in garage,Resale property,Electrical door,no
