header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herengracht 200 D,1016 BS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88959788-herengracht-200-d/?navigateSource=resultlist,20220130_191559,"€ 1,475,000 kosten koper","€ 8,939    The asking price per m² (€ 1,475,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Mezzanine (apartment),Resale property,1616,Monumental building,Gable roof,Living area165 m²Other space inside the building15 m²Exterior space attached to the building15 m²,165 m²,15 m²,15 m²,512 m³,4 rooms (2 bedrooms),1 story,"Jacuzzi, elevator, passive ventilation system and TV via cable",Not available,Partly double glazed,CH boiler,CH boiler,"Combination boiler, in ownership",On navigable waterway and in center,Built-in,Electricity,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
