header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Thelonius Monkpad 25,3069 PW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42675129-thelonius-monkpad-25/?navigateSource=resultlist,20220126_171605,"€ 375,000 kosten koper","€ 3,233    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1987,Gable roof,Living area116 m²External storage space5 m²,116 m²,5 m²,150 m²,400 m³,5 rooms (4 bedrooms),3 stories,"Skylight, mechanical ventilation and sliding door",A        What does this mean?,"Roof insulation, insulated walls and floor insulation",District heating,Central facility,150 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-01-2086),Paid until 15-01-2037,In residential district,Back garden,55 m² (11 meter deep and 5 meter broad),Located at the southwest,Attached brick storage,Electricity,Parking on private property,no
