header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Dr. Kuyperstraat 39,6415 HB Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42668772-dr-kuyperstraat-39/?navigateSource=resultlist,20220127_230345,"€ 195,500 kosten koper","€ 2,300    The asking price per m² (€ 195,500) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1950,Living area85 m²Other space inside the building18 m²Exterior space attached to the building17 m²External storage space6 m²,85 m²,18 m²,17 m²,6 m²,145 m²,320 m³,4 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,"2 stories, a/an attic and a basement",E        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",145 m²,Full ownership,Back garden and front garden,"61 m² (11 meter deep and 5,5 meter broad)",Located at the east accessible via the rear,Detached wooden storage,Public parking,no
