header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Peijerstraat 28 c,6101 GD Echt        ,https://www.funda.nl/en/koop/echt/appartement-88046321-peijerstraat-28-c/?navigateSource=resultlist,20220128_012721,"€ 99,000 kosten koper","€ 2,475    The asking price per m² (€ 99,000) is calculated by dividing the asking price of the home by the living area (40 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1890,Living area40 m²,40 m²,200 m³,2 rooms (1 bedroom),1 story,1st floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler from 2010, in ownership",Back garden,Detached brick storage,"Parking on gated property, parking on private property and public parking",No,No,No,No,No,No,no
