header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vrolikstraat 427 B,1092 TG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42549774-vrolikstraat-427-b/?navigateSource=resultlist,20220130_193250,"€ 690,000 kosten koper","€ 6,571    The asking price per m² (€ 690,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1991-2000,Living area105 m²External storage space4 m²,105 m²,4 m²,312 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2018, in ownership)",Municipal ownership encumbered with long-term leaset,Paid until 15-11-2047,Alongside a quiet road and in residential district,French balcony present,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
