header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Van Essendijk 155,2497 WE Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42672189-van-essendijk-155/?navigateSource=resultlist,20220131_212057,"€ 400,000 kosten koper","€ 3,125    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2002,Living area128 m²Exterior space attached to the building9 m²,128 m²,9 m²,130 m²,330 m³,5 rooms (3 bedrooms),3 stories,"Mechanical ventilation, sliding door and TV via cable",B            1.23What does this mean?,Double glazing and completely insulated,District heating,Central facility,130 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Outside plastic storage cabinet,Public parking,no
