header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Saffierstraat 96,2403 XW Alphen aan den Rijn        ,https://www.funda.nl/en/koop/alphen-aan-den-rijn/appartement-42457894-saffierstraat-96/?navigateSource=resultlist,20220129_095624,"€ 200,000 kosten koper","€ 2,410    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 215.00 per month,Apartment with shared street entrance,Resale property,1969,Flat roof,Living area83 m²Exterior space attached to the building1 m²External storage space5 m²,83 m²,1 m²,5 m²,262 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,7th floor,Optical fibre and TV via cable,D        What does this mean?,Double glazing,Communal central heating,Central facility,Full ownership,In residential district,Balcony present,Built-in,Yes,Yes,Yes (€ 215.00 per month),Yes,Yes,Yes,no
