header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities,error
Grenoblelaan 22,5627 GE Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88987278-grenoblelaan-22/?navigateSource=resultlist,20220201_010510,"€ 395,000 kosten koper","€ 2,782    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1971-1980,Gable roof covered with roof tiles,Living area142 m²External storage space18 m²,142 m²,18 m²,216 m²,540 m³,7 rooms (6 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Atag (gas-fired combination boiler, to rent)",216 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","59 m² (7,13 meter deep and 8,3 meter broad)",Located at the southeast accessible via the rear,Detached brick garage,1 car,Electricity,no
