header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Roerstraat 118,3522 GW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42678205-roerstraat-118/?navigateSource=resultlist,20220131_161934,"€ 495,000 kosten koper","€ 4,760    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1992,Gable roof covered with roof tiles,Living area104 m²External storage space5 m²,104 m²,5 m²,81 m²,374 m³,7 rooms (4 bedrooms),2 bathrooms,2 showers,3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler, in ownership",81 m²,Long-term lease,Bought off for eternity,Alongside a quiet road,Back garden,"23 m² (0,06 meter deep and 0,05 meter broad)",Located at the southwest,Attached brick storage,Public parking,no
