header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Forellendaal 98,2553 LD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88973059-forellendaal-98/?navigateSource=resultlist,20220131_205521,"€ 195,000 kosten koper","€ 3,482    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 65 per month,2 months,Sold under reservation,Available in consultation,€ 184.45 per month,Apartment with shared street entrance (apartment),Resale property,1975,Flat roof,Energie Prestatie Advies,Living area56 m²Exterior space attached to the building9 m²External storage space3 m²,56 m²,9 m²,3 m²,178 m³,2 rooms (1 bedroom),1 story,6th floor,TV via cable,D        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,Alongside a quiet road and unobstructed surrounding view,Storage box,Yes,Yes,Yes (€ 184.45 per month),Yes,Yes,Yes,no
