header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Detmerskazerne 2e fase hoek/eind (Bouwnr. 62),7211 BM Eefde        ,https://www.funda.nl/en/koop/eefde/huis-42595847-detmerskazerne-2e-fase-hoek-eind-bouwnr-62/?navigateSource=resultlist,20220128_010720,"€ 370,000 vrij op naam","€ 2,681    The asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2022,Woningborg garantiecertificaat,Living area138 m²External storage space6 m²,138 m²,6 m²,520 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,3 stories,"Skylight, optical fibre and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation","Partial floor heating, heat recovery unit and heat pump",In residential district,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Located at the southeast accessible via the rear,Detached wooden storage,Electricity,Public parking,no
