header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Laantje van Borsen 3,1261 ZD Blaricum        ,https://www.funda.nl/en/koop/blaricum/huis-42672487-laantje-van-borsen-3/?navigateSource=resultlist,20220129_101915,"€ 650,000 kosten koper","€ 5,200    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2015,Partly furnished with carpets and curtains,Mansard roof covered with cane,Living area125 m²External storage space6 m²,125 m²,6 m²,196 m²,425 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,3 stories,"Skylight, optical fibre and mechanical ventilation",A++        What does this mean?,Completely insulated,Heat pump,Electrical boiler (rental),196 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"76 m² (12,3 meter deep and 6,2 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Electricity,Parking on private property,no
