header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Bosuilstraat 10,4105 WE Culemborg        ,https://www.funda.nl/en/koop/culemborg/huis-42449562-bosuilstraat-10/?navigateSource=resultlist,20220128_034524,"€ 379,000 kosten koper","€ 3,680    The asking price per m² (€ 379,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2001,Gable roof covered with roof tiles,Living area103 m²External storage space8 m²,103 m²,8 m²,185 m²,349 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,185 m²,Full ownership,Alongside a quiet road,"Back garden, front garden, side garden and sun terrace","60 m² (8 meter deep and 7,5 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Parking place,Public parking,no
