header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
St. Annastraat 27 002,4524 JB Sluis        ,https://www.funda.nl/en/koop/sluis/appartement-88978543-st-annastraat-27-002/?navigateSource=resultlist,20220129_161704,Price on request,2 months,Under option,Available in consultation,Ground-floor apartment (apartment),Resale property,2021,Disabled access friendly and accessible for seniors,Living area104 m²,104 m²,408 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,Ground floor,"Elevator, mechanical ventilation and sliding door",Not available,Completely insulated,Electric heating and complete floor heating,Electrical boiler,Full ownership,Alongside busy road and in center,Back garden,Detached wooden storage,Electricity,Parking on private property and public parking,Yes,Yes,Yes,No,Yes,Yes,no
