header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lisbloemstraat 51 b,3051 TP Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88035474-lisbloemstraat-51-b/?navigateSource=resultlist,20220125_234829,"€ 350,000 kosten koper","€ 3,271    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1934,Living area107 m²Exterior space attached to the building4 m²,107 m²,4 m²,378 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,2nd floor,Skylight,G        What does this mean?,Double glazing,CH boiler,CH boiler,2021,Full ownership,Alongside a quiet road and in residential district,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
