header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Shed / storage,Type of garage,Type of parking facilities,error
Type D - Oude Hoeverweg (Bouwnr. 17),1816 Alkmaar        ,https://www.funda.nl/en/koop/alkmaar/appartement-41231506-type-d-oude-hoeverweg-bouwnr-17/?navigateSource=resultlist,20220128_052554,"€ 575,000 vrij op naam","€ 3,912    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Woningborg garantiecertificaat,Living area147 m²Exterior space attached to the building21 m²External storage space5 m²,147 m²,21 m²,5 m²,441 m³,3 rooms (2 bedrooms),1 story,"Elevator, TV via cable and solar panels",A        What does this mean?,Completely insulated,Heat pump,In residential district,Storage box,Underground parking,Parking on gated property and parking garage,no
