header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cypresstraat 23 ',2565 LS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88869343-cypresstraat-23/?navigateSource=resultlist,20220131_225235,"€ 619,500 kosten koper","€ 4,917    The asking price per m² (€ 619,500) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available immediately,Upstairs apartment (apartment),Resale property,1922,Living area126 m²,126 m²,340 m³,6 rooms (5 bedrooms),2 separate toilets,2 stories,2nd floor,A        What does this mean?,"Roof insulation, double glazing, mostly double glazed, energy efficient window, draft protection and completely insulated",CH boiler,CH boiler,"Gas-fired, in ownership","Alongside park, alongside a quiet road, alongside water and in residential district",Roof terrace present and balcony present,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
