header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Suezpad 19,3067 MX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88028007-suezpad-19/?navigateSource=resultlist,20220126_170921,"€ 325,000 kosten koper","€ 3,316    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1985,Gable roof covered with roof tiles,Living area98 m²Exterior space attached to the building1 m²External storage space5 m²,98 m²,1 m²,5 m²,182 m²,354 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Mechanical ventilation,B        What does this mean?,Partly double glazed,District heating,District heating,182 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-03-2084),Paid until 21-03-2035,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Public parking,no
