header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Rijkenspad 17,4463 GS Goes        ,https://www.funda.nl/en/koop/goes/huis-42687059-rijkenspad-17/?navigateSource=resultlist,20220128_142837,"€ 235,000 kosten koper","€ 1,992    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1975,Flat roof covered with roof tiles,Living area118 m²Other space inside the building6 m²Exterior space attached to the building2 m²,118 m²,6 m²,2 m²,143 m²,439 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation and TV via cable,B        What does this mean?,CH boiler,CH boiler,"Nefit Ecomline HR (gas-fired combination boiler from 2000, in ownership)",143 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"69 m² (11,5 meter deep and 6 meter broad)",Located at the east accessible via the rear,Public parking,no
