header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Margrietstraat 12,6067 GV Linne        ,https://www.funda.nl/en/koop/linne/huis-88028053-margrietstraat-12/?navigateSource=resultlist,20220129_042553,"€ 285,000 kosten koper","€ 2,591    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1965,Gable roof,Living area110 m²Other space inside the building16 m²Exterior space attached to the building13 m²External storage space24 m²,110 m²,16 m²,13 m²,24 m²,297 m²,427 m³,7 rooms (3 bedrooms),1 story,Rolldown shutters,D        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,297 m²,Full ownership,In residential district,Back garden,1 m² (1 meter deep and 1 meter broad),Located at the northwest accessible via the rear,no
