header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Buorren 18,8491 CA Akkrum        ,https://www.funda.nl/en/koop/akkrum/huis-88988274-buorren-18/?navigateSource=resultlist,20220129_073353,"€ 339,000 kosten koper","€ 1,507    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (225 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1930,Hipped roof covered with roof tiles,Living area225 m²Other space inside the building12 m²Exterior space attached to the building96 m²,225 m²,12 m²,96 m²,898 m³,8 rooms (6 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,"Passive ventilation system, sliding door and solar panels",D        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2016, to rent)",1 m²,Construction,In center,Sun terrace,"96 m² (15,23 meter deep and 6,3 meter broad)",Located at the south,Built-in,Electricity and running water,No insulation,Public parking,no
